symbol	chrom	start	length	strand	score	exons
LOC100129540	chr15	78978888	7038	+	1	0,435,5138,1465
FAM47E	chr4	76214039	69744	+	11	0,385,3154,110,34011,121,4357,346,7180,140,4816,154,2754,201,6300,156,2039,78,3039,403
LINC00462	chr13	48576973	3928	-	1	0,886,153,76,2752,61
LOC100129603	chr7	3140930	17643	-	4	0,270,7780,88,9069,118,235,83
LOC100129620	chr1	99004275	144577	+	4	0,370,139390,95,2643,2079
LOC100129636	chr6	29036020	40720	+	1	0,30,27879,200,991,52,11123,445
TCF24	chr8	66946500	16090	-	4	0,1664,13211,413,88,111,341,262
FGF13-AS1	chrX	138712106	4495	+	1	0,36,2581,86,1081,711
IZUMO3	chr9	24543214	2683	-	4	0,153,296,91,446,81,461,18,211,90,150,75,137,474
ARRDC3-AS1	chr5	91380346	40369	+	1	0,578,37784,63,83,1861
STPG3-AS1	chr9	137250218	3279	-	1	0,1149,1023,116,368,101,187,335
LINC01126	chr2	43227210	1645	+	1	0,1645
MIR193BHG	chr16	14302287	24230	+	3	0,310,23415,505
CCDC152	chr5	42756817	45620	+	2	0,68,2234,89,3234,106,7048,69,9792,65,3951,103,13252,128,2418,84,200,2779
SLC25A21-AS1	chr14	37172025	1768	+	2	0,1768
ZNF807	chr19	34541715	3671	-	1	0,2224,974,96,256,121
MRVI1-AS1	chr11	10541235	58697	+	2	0,307,44484,100,2885,139,4966,112,5462,242
ZNF737	chr19	20537991	27829	-	5	0,7985,6498,96,1138,127,11802,183
PCOLCE-AS1	chr7	100589400	14638	-	1	0,682,147,102,2493,250,6596,132,237,150,533,130,767,64,656,827,671,201
SCOC-AS1	chr4	140283725	89667	-	1	0,1543,6121,140,1731,163,75886,41,3912,130
LOC100129917	chr4	780148	1700	-	1	0,1700
LOC100129935	chr19	39638684	3717	+	1	0,1284,505,211,136,86,1245,250
HMGA2-AS1	chr12	65851226	31099	-	2	0,426,4294,4142,6715,151,6857,378,2685,258,4105,341,139,608
CCNT2-AS1	chr2	134866632	51974	-	1	0,1107,1204,98,7065,32,1381,124,40919,44
FAM205C	chr9	34889063	6715	-	1	0,572,3023,494,1288,61,537,46,494,200
CERNA1	chr15	52180025	25854	+	4	0,376,648,153,23686,991
HDAC6	chrX	48801376	23606	+	332	0,55,442,71,4,603,111,123,85,129,128,89,2221,85,108,1330,1072,105,120,69,6113,127,108,219,68,90,332,107,84,68,241,169,88,129,195,169,692,134,581,69,110,193,1693,150,2364,175,117,677,83,114,136,147,97,129,249,439
URAHP	chr16	90039760	8023	-	3	0,657,2484,1088,512,122,2333,140,441,88,117,41
LOC100130027	chr8	144808809	18231	-	1	0,2267,2114,116,1009,129,1515,149,9204,1728
LOC100130075	chr12	68804436	1058	-	1	0,1058
HSFX2	chrX	149774071	2799	+	8	0,1174,837,788
HSFX2	chrX	149592511	2799	-	8	0,788,837,1174
LOC100130111	chr15	29674934	4229	+	1	0,592,1649,1988
MAPT-IT1	chr17	45895782	3016	+	2	0,3016
MIR124-2HG	chr8	64373217	14287	+	7	0,334,3775,202,530,776,2768,5902
LOC100130172	chr5	138032773	6160	+	1	0,179,3240,2741
EFCAB14-AS1	chr1	46674035	18062	+	1	0,184,7961,84,4408,91,5110,224
LOC100130207	chr3	3700813	100062	-	2	0,1648,75263,79,1437,82,3180,199,6212,161,11626,175
LINC00861	chr8	125922522	28675	-	2	0,25,13692,94,4797,5052,4731,284
LOC100130238	chr12	132275390	5510	+	3	0,446,394,300,726,650,513,2481
LOC100130264	chr20	19242301	42295	-	1	0,273,1302,412,13340,67,4013,165,2204,76,1579,267,17139,77,929,452
LOC100130268	chr12	75234739	17126	+	1	0,378,15375,1373
TFAP2A-AS1	chr6	10412317	3852	+	2	0,50,2313,371,235,883
LOC100130298	chr8	60966120	1628	-	1	0,337,1115,176
C8orf89	chr8	73241423	18079	-	1	0,182,8662,56,6649,154,2205,171
SUPT20HL1	chrX	24362682	5160	+	4	0,5160
SCGB2B3P	chr19	34645872	180	+	2	0,180
TMEM262	chr11	65088371	738	-	1	0,160,119,100,107,252
LOC100130357	chr6	13273093	22493	-	2	0,413,5788,1862,272,125,1747,142,11353,103,376,114,97,101
CXorf49	chrX	71763289	3912	+	1	0,1358,576,157,543,77,282,46,554,42,106,171
CXorf49	chrX	71714373	3912	-	1	0,171,106,42,554,46,282,77,543,157,576,1358
LOC100130370	chr17	81375431	9929	-	1	0,742,3548,160,603,100,4361,180,3,232
LOC100130373	chr20	36147280	8480	-	1	0,1478,1064,88,5152,192,341,165
LINC00552	chr13	113748510	2579	-	1	0,2579
LINC02593	chr1	916817	2875	-	5	0,903,301,154,649,91,419,358
CECR7	chr22	17036569	23501	+	7	0,775,7528,128,2323,103,9646,2998
LOC100130449	chr2	240449410	7304	-	3	0,511,689,312,5674,118
CAND1.11	chr11	10308312	122361	+	7	0,361,21896,140,80047,220,19399,298
LOC100130476	chr6	137823669	44564	-	3	0,908,40581,162,1262,302,757,592
LINC01387	chr18	6511415	79238	+	4	0,195,2028,88,62263,115,12706,57,579,29,1059,119
TMEM221	chr19	17435508	13059	-	3	0,1419,8271,86,2858,425
CD300H	chr17	74560700	6643	-	1	0,124,2009,64,1021,357,3007,61
PARD6G-AS1	chr18	80147923	30509	+	5	0,331,14261,88,6215,2915,4146,56,2150,347
C10orf142	chr10	44292749	1900	+	1	0,184,367,189,423,737
LOC100130548	chr9	134054289	4516	+	1	0,203,2157,65,247,1844
NFYC-AS1	chr1	40689079	3182	-	3	0,3182
LINC00910	chr17	43369844	19054	-	2	0,1195,207,180,4501,1886,1309,140,2010,388,6628,610
PRR32	chrX	126819763	2022	+	3	0,100,795,1127
LOC100130691	chr2	177283507	109184	-	3	0,4327,23129,72,197,96,11910,158,8175,85,485,110,2141,137,4068,102,53873,119
TP53TG3HP	chr16	35505087	2083	-	1	0,327,347,129,435,845
HDHD5-AS1	chr22	17159388	6057	+	1	0,449,5431,177
LRRC70	chr5	62578734	2714	+	5	0,201,465,2048
LRRC69	chr8	91102618	116636	+	2	0,226,15379,329,5940,127,2468,73,3138,119,341,78,2273,196,2362,72,53782,102,10989,180,5900,139,12058,365
EFCAB10	chr7	105565107	16435	-	4	0,508,709,1166,1712,88,116,165,11786,185
AGAP2-AS1	chr12	57726239	2117	+	8	0,139,586,1392
SBK3	chr19	55540655	4888	-	4	0,871,2573,203,496,151,549,45
LOC100130849	chr7	56875384	6762	-	2	0,74,110,117,1686,179,2571,110,1831,84
USP3-AS1	chr15	63587709	13118	-	3	0,1391,5594,92,5802,239
LOC100130872	chr4	1195782	13180	-	3	0,4265,1221,194,3519,135,3459,387
LOC100130880	chr7	137953347	4619	+	1	0,177,1723,89,1247,62,1072,249
ATE1-AS1	chr10	121928311	23654	+	1	0,323,22703,628
PSORS1C3	chr6	31173734	12583	-	11	0,299,204,33,255,31,84,186,862,267,1683,261,8126,292
VAC14-AS1	chr16	70755094	18157	+	1	0,155,763,75,5065,106,5184,114,2289,98,2664,1644
SMIM6	chr17	75646565	1412	+	3	0,221,584,607
ZNF663P	chr20	46456492	1151	-	3	0,1151
CSAG4	chrX	152733826	7157	+	1	0,33,5823,197,371,151,210,372
LOC100130950	chr17	5192006	43997	+	3	0,157,17586,146,4154,160,937,147,8023,168,10339,119,650,219,136,1056
LINC01502	chr9	135574924	12188	+	1	0,170,2255,131,153,141,3848,58,1255,74,2039,2064
SYCE1L	chr16	77199396	13608	+	2	0,116,6928,60,1709,60,195,75,557,48,272,55,1741,64,853,70,82,88,204,73,210,148
C6orf99	chr6	158869813	40589	+	1	0,497,3217,94,14965,105,6529,146,14600,436
LOC100130987	chr11	67317838	73849	+	3	0,359,3072,64,66201,137,3726,290
SPATA48	chr7	50096085	63171	+	4	0,553,7675,98,25305,77,4314,139,1851,68,3974,42,1099,108,10061,108,7488,211
LOC100130992	chr10	22252071	6477	+	1	0,6477
ZNF316	chr7	6637321	20958	+	10	0,126,398,164,1032,100,2683,138,419,383,199,110,748,127,531,114,7709,5977
LOC100131047	chr6	38906494	46613	-	2	0,1343,15247,483,1345,139,11241,100,16655,60
LINC01135	chr1	58785150	114562	+	3	0,155,108239,173,2539,129,2661,666
CKMT2-AS1	chr5	81237564	64005	-	3	0,1796,5383,666,1480,83,3730,87,50497,283
SRP14-AS1	chr15	40039310	28199	+	3	0,280,6370,109,10383,189,47,312,7460,141,619,2289
TNRC6C-AS1	chr17	78107400	4399	-	3	0,440,1210,2749
LOC100131107	chr1	152079412	1512	-	1	0,1512
ZBTB20-AS1	chr3	114351810	37168	+	2	0,146,4096,129,986,60,2121,160,7187,186,85,255,8572,43,11586,157,816,583
BSPH1	chr19	47968045	24125	-	6	0,164,8500,145,518,132,2065,30,1321,21,11067,162
WDR86-AS1	chr7	151409160	4194	+	2	0,222,1845,85,357,123,174,104,648,328,225,83
TSTD1	chr1	161037631	1353	-	17	0,444,475,123,206,105
CCDC183-AS1	chr9	136803926	4922	-	3	0,1658,465,79,256,153,291,374,1524,122
RPL21P28	chr1	212051485	566	-	1	0,566
SNAP25-AS1	chr20	10023811	195695	-	2	0,2355,377,105,77637,109,92423,120,22299,270
NEMP2	chr2	190506892	27850	-	6	0,2420,1048,177,3915,226,1591,115,1135,94,1122,73,143,232,6079,116,9180,184
ZNF503-AS2	chr10	75401527	7455	+	5	0,734,635,455,404,302,107,120,2970,1728
MIR181A1HG	chr1	198808002	129427	-	3	0,241,92167,159,36656,204
ANKRD63	chr15	40278371	4215	-	1	0,4215
LOC100131315	chr15	32718100	765	-	2	0,264,180,321
RAB6C-AS1	chr2	129966591	13881	-	3	0,1787,372,52,8251,155,1739,144,945,133,114,189
RDM1P5	chr17	39057018	24433	+	2	0,141,6262,125,8920,125,476,266,6470,1648
LINC00605	chr14	103187220	1808	-	1	0,1050,106,71,144,437
C11orf91	chr11	33698107	2633	-	1	0,407,1730,496
SP9	chr2	174335092	2448	+	3	0,21,993,1434
LINC00893	chrX	149527590	12162	-	5	0,768,1008,62,84,81,3288,174,574,745,1799,82,1377,146,336,58,551,183,794,52
CD300LD	chr17	74579364	12919	-	6	0,749,2104,94,6199,339,3313,121
DBIL5P	chr17	752332	3004	+	3	0,3004
LOC100131496	chr20	47318501	2253	+	1	0,2253
LOC100131532	chr6	169962622	5056	+	1	0,1135,1869,1635,348,69
ZNF705E	chr11	71814044	7503	-	2	0,3052,1056,83,537,96,776,127,1693,83
LINC00887	chr3	194301199	11605	-	4	0,2538,2019,271,6573,204
FKSG29	chr13	99351419	608	+	1	0,608
CCDC18-AS1	chr1	93310108	35703	-	2	0,1500,13026,95,1039,127,706,61,10714,1898,82,180,112,31,778,53,5213,88
LOC100131626	chr11	118381219	37596	-	1	0,341,35780,84,1090,108,154,39
LOC100131635	chr3	187702365	30050	+	1	0,174,13082,119,16630,45
ZNF236-DT	chr18	76794731	27564	-	2	0,927,21096,88,5173,280
MZF1-AS1	chr19	58559185	15612	+	2	0,224,9503,83,1388,74,1400,98,622,246,93,1881
USP30-AS1	chr12	109052040	1925	-	1	0,698,947,280
ARMCX4	chrX	101418262	117726	+	11	0,108,539,91,25051,104,1842,47,39209,277,492,76,1094,80,335,84,316,92,344,7368,2333,1222,5570,419,4003,69,162,89,1346,31,5424,473,7251,229,7211,4345
PET100	chr19	7629784	1840	+	9	0,76,712,87,163,24,385,90,151,152
LINC00271	chr6	135497800	218255	+	10	0,200,403,114,20075,238,36197,135,87030,84,30017,136,17193,1216,24983,234
UBE2DNL	chrX	84934150	740	+	4	0,740
CADM3-AS1	chr1	159195984	6438	-	3	0,2237,1564,74,952,810,628,173
ZNF717	chr3	75729960	55623	-	7	0,658,1441,62,3748,3476,1930,93,241,256,41440,59,1419,221,379,200
INSYN2B	chr5	169861305	119452	-	4	0,3154,16908,75,1110,2264,95460,481
KRTAP25-1	chr21	30289144	370	-	1	0,370
ZNF705G	chr8	7357975	4993	-	3	0,585,1058,83,535,96,777,127,1698,34
FAM27E3	chr9	67717497	1682	-	8	0,1477,175,30
RRN3P3	chr16	22419545	18170	-	2	0,1049,5618,154,3429,153,2777,109,1792,185,870,131,1192,711
TEX13D	chrX	124332659	4203	+	1	0,4203
LOC100132057	chr1	148402482	30063	+	3	0,183,17706,236,1457,130,1868,94,470,12,867,159,2171,123,792,97,3247,451
LOC100132062	chr1	490755	4690	-	2	0,4143,93,58,227,169
LOC100132062	chr5	181323505	4690	+	2	0,169,227,58,93,4143
LOC100132077	chr9	94332475	28473	+	1	0,513,5847,185,20464,1464
LOC100132078	chr11	111414241	3945	-	1	0,499,97,144,937,122,324,1822
HERC2P7	chr15	22479152	3222	-	1	0,1459,1366,125,92,180
FAM66E	chr8	7955012	53743	+	2	0,546,5674,64,23875,62,247,68,457,68,463,65,21593,561
C2CD4D-AS1	chr1	151838276	13259	+	1	0,461,288,80,2635,291,2013,198,5990,1303
ACTA2-AS1	chr10	88932683	7291	+	4	0,276,681,246,1011,676,2638,265,918,580
FAM240A	chr3	46612524	14019	+	1	0,174,4484,146,7799,1416
LINC01783	chr1	16533890	1762	-	1	0,319,216,1227
CALML3-AS1	chr10	5514243	12003	-	1	0,3269,4403,214,2179,112,1712,114
PHKA2-AS1	chrX	18890295	4680	+	2	0,333,2576,134,808,829
WASIR2	chr16	22915	2197	+	1	0,170,1160,867
LOC100132215	chr2	63043965	4556	-	1	0,1478,593,105,340,169,785,276,677,133
LINC00543	chr13	27953525	1838	+	1	0,1838
NPIPB5	chr16	22513522	22998	+	3	0,399,9898,129,3617,100,112,196,4086,61,109,36,1360,2895
LOC100132249	chr9	62834247	4099	-	1	0,4099
NDUFA6-DT	chr22	42090932	34417	+	3	0,249,115,304,518,114,31814,516,312,475
NDUFA6-DT	chr22	42136195	1306	+	3	0,519,312,475
KIR2DS2	chr19	54738510	110056	+	153	0,69,927,36,2437,300,1515,294,98779,51,4265,105,462,53,98,665
LOC100132287	chr1	490755	4690	-	1	0,4143,93,58,227,169
LOC100132287	chr5	181323505	4690	+	1	0,169,227,58,93,4143
TEKT4P2	chr21	9068355	61406	-	9	0,1244,614,231,5972,1298,49774,59,2135,79
CLUHP3	chr16	31700612	6812	+	4	0,126,924,196,676,147,474,212,852,171,958,124,199,121,97,145,856,534
FRG1HP	chr9	40992260	46843	+	2	0,515,477,182,1198,67,14181,126,2610,114,2050,359,18694,189,916,119,3591,1455
LINC01512	chr6	43891027	47180	+	6	0,438,44898,1844
LOC100132356	chr5	43065186	1785	-	2	0,1785
KRTAP4-9	chr17	41105388	1100	+	2	0,1100
ZNF705B	chr8	7926336	26077	+	3	0,61,3889,150,16914,83,1695,127,777,96,536,83,1059,607
GAGE12D	chrX	49322025	207970	+	2	0,119,20151,92,465,121,2823,126,183946,127
GAGE12D	chrX	49532165	7386	+	2	0,119,1039,92,465,121,2822,126,2475,127
GAGE12D	chrX	49541721	7386	+	2	0,119,1039,92,465,121,2822,126,2475,127
GAGE12D	chrX	49551277	7382	+	2	0,119,1039,92,465,121,2822,126,2471,127
GAGE12D	chrX	49560830	7388	+	2	0,119,1039,92,465,121,2828,126,2471,127
GAGE12D	chrX	49570388	7379	+	2	0,119,1039,92,465,121,2823,126,2467,127
GAGE12D	chrX	49579937	7377	+	2	0,119,1039,92,465,121,2822,126,2466,127
FAM157B	chr9	138216855	55218	+	2	0,375,186,119,1105,70,2071,547,9579,196,12516,110,1064,132,3290,216,883,66,2157,59,1092,529,5590,82,2761,65,2223,190,7011,934
NBPF10	chr1	146066317	78487	-	11	0,244,618,109,714,173,596,52,719,173,608,109,714,173,648,52,709,173,598,52,719,173,602,109,714,173,664,52,709,173,596,52,719,173,602,109,714,173,658,52,709,173,596,52,719,173,608,109,714,173,650,52,708,173,596,52,719,173,602,109,714,173,646,52,709,173,596,52,719,173,602,109,714,173,650,52,709,173,596,52,719,173,602,109,714,173,650,52,709,173,596,52,719,173,602,109,714,173,646,52,709,173,596,52,719,173,602,109,714,173,636,52,709,173,596,52,721,173,602,109,714,173,644,52,709,173,596,52,721,173,602,109,714,173,652,52,709,173,596,52,721,173,612,109,714,173,648,52,709,173,604,52,719,173,619,52,1039,164,3903,52,1285,206,464,73,1041,215,831,103,1780,210,1363,212,463,73,1047,215,831,103,1842,210
FCGR1CP	chr1	143874742	8991	+	8	0,81,395,21,812,255,4130,255,1421,284,898,439
CLDN24	chr4	183321763	663	-	9	0,663
KRTAP4-7	chr17	41084206	938	+	7	0,938
FGD5P1	chr3	13933055	3889	+	1	0,568,515,2806
TAT-AS1	chr16	71565015	7423	+	1	0,107,666,133,129,151,5818,419
GXYLT1P3	chr9	40348498	5160	+	2	0,1657,1831,103,504,130,533,402
GXYLT1P3	chr9	66022660	5159	-	2	0,402,533,130,504,103,1831,1656
GOLGA8F	chr15	28378637	13388	+	7	0,172,1697,120,585,60,183,81,854,360,88,85,95,110,1019,90,106,108,195,88,391,257,267,69,1371,76,437,92,574,101,82,101,89,153,85,3147
GOLGA8F	chr15	28519610	13387	-	7	0,3147,85,153,89,101,82,101,574,92,437,76,1371,69,267,257,390,88,195,108,106,90,1019,110,95,85,88,360,854,81,183,60,585,120,1697,172
PGAM1P5	chr12	95649254	24740	+	3	0,152,16276,94,4714,58,471,122,1136,1717
XGY2	chrX	2752295	22701	+	2	0,40,18214,42,4124,281
LINC02312	chr14	97749263	13568	-	2	0,2712,10522,334
ZRANB2-AS1	chr1	71046505	20677	+	1	0,1084,1224,175,17777,417
BSN-DT	chr3	49549305	5061	-	1	0,2137,2105,140,353,326
LOC100132686	chr11	112260264	1132	+	1	0,1132
PAXIP1-AS2	chr7	154928516	20970	+	2	0,251,188,69,15002,594,1739,134,99,258,842,81,124,193,1207,189
CYP4F30P	chr2	130680049	5813	+	3	0,813,391,345,448,194,1120,168,1605,729
DCAF13P3	chr15	50944128	2437	+	1	0,2437
FILNC1	chr6	139771072	89399	+	4	0,51,83726,128,1786,56,2465,1187
KDM4A-AS1	chr1	43699737	7604	-	1	0,1015,1903,73,835,84,705,105,2601,283
LOC100132781	chr9	96868899	3329	+	1	0,163,1191,1975
LOC100132813	chr8	109644114	3970	+	1	0,108,895,2967
IPO5P1	chr19	23255053	19198	-	3	0,5063,747,71,685,125,8473,75,3783,176
PMS2P9	chr7	77039479	13559	+	2	0,610,1887,87,1531,184,3050,89,4759,1362
MSC-AS1	chr8	71843122	213190	+	4	0,582,411,307,118500,126,2360,126,87004,3774
DPH3P1	chr20	62844565	1626	+	2	0,1626
SHISAL2B	chr5	64690307	27883	+	2	0,507,4692,158,22224,302
FAM25BP	chr10	46369086	4477	+	2	0,99,1953,63,2175,187
FAM27C	chr9	61854083	1257	+	3	0,293,554,410
SMIM9	chrX	154823347	11315	-	4	0,435,5752,130,1050,241,1618,110,1879,100
FAM223A	chrX	154571247	710	+	1	0,710
FAM223A	chrX	154632472	710	-	1	0,710
GOLGA8DP	chr15	23157339	13444	+	6	0,172,1699,120,585,60,183,81,855,360,88,85,95,110,1020,90,106,108,196,88,388,257,267,69,1368,76,431,92,568,101,82,101,89,153,85,3216
LINC00856	chr10	78248624	4021	+	3	0,446,1206,2369
FAM95B1	chr9	40323570	5650	+	3	0,515,465,252,86,204,369,269,3187,303
FAM95B1	chr9	64463598	5661	+	3	0,515,465,252,86,204,369,269,3198,303
FAM95B1	chr9	66047084	5650	-	3	0,303,3189,269,367,204,86,252,465,515
LOC100133091	chr7	76549340	78642	+	2	0,521,1558,103,74398,2062
FAM25G	chr10	47487235	4465	-	1	0,173,2177,63,1953,99
FAM25G	chr10	47995339	4452	-	1	0,172,2165,63,1953,99
FAM27B	chr9	67725482	1261	-	1	0,410,558,293
LINC01001	chr11	127133	11984	-	1	0,4240,93,58,227,102,1734,191,785,233,93,58,3099,65,844,162
FAM66A	chr8	12362018	48983	+	2	0,544,5676,64,19655,62,247,68,22630,37
LINC00240	chr6	26956992	66982	+	2	0,191,11274,65,54731,721
GOLGA6L3	chr15	85240409	6778	+	2	0,146,1664,120,622,60,185,81,664,88,384,593,78,59,8,211,266,61,1026,103,209,150
SBF1P1	chr8	55449196	6125	-	1	0,6125
PRR23D2	chr8	7539627	2823	+	1	0,254,763,62,245,68,228,1203
PRR23D2	chr8	7778590	2823	-	1	0,1203,228,68,245,62,763,254
DEFB130B	chr8	12064388	7359	-	1	0,182,7119,58
DEFB130B	chr8	12310961	7355	-	1	0,182,7115,58
LOC100133286	chr21	36069641	56999	-	1	0,844,4395,87,23156,136,28227,154
RSU1P2	chr10	45099475	55121	-	3	0,1024,6116,115,270,83,8854,103,10280,79,15695,60,4673,118,6894,127,495,135
HOXA-AS3	chr7	27140363	15565	+	3	0,176,6623,250,4162,107,612,3635
LOC100133315	chr11	71865508	62939	-	4	0,346,50219,179,1368,156,1108,142,4282,167,2457,172,2260,83
LOC100133331	chr1	725758	4593	-	2	0,4046,93,58,227,169
LINC02171	chr4	3673592	4263	-	1	0,269,2741,79,489,685
MRPL23-AS1	chr11	1983208	6712	-	1	0,1477,164,133,460,199,4184,95
LINC01134	chr1	3900403	15044	+	1	0,228,3333,72,9655,599,104,1053
LY6E-DT	chr8	142982030	36360	-	3	0,471,35658,231
CD24	chr6	106969830	7025	-	255	0,2004,1835,370,538,177,379,494,1114,114
UXT-AS1	chrX	47658832	1279	+	1	0,348,714,217
LINC01816	chr2	70124035	1281	-	3	0,390,620,271
MAP3K14-AS1	chr17	45247924	20706	+	2	0,79,1530,99,5502,84,6861,264,3906,269,594,216,680,622
UBOX5-AS1	chr20	3106910	43957	+	1	0,661,1903,276,527,176,178,86,926,109,24250,156,14379,330
LOC100134040	chr7	150041354	4018	+	2	0,107,3288,623
KDM7A-DT	chr7	140177260	2380	+	1	0,2380
LINC01119	chr2	46827863	31143	+	1	0,221,27838,68,2095,921
LOC100134317	chr19	36311342	1326	+	3	0,450,729,147
LOC100134368	chr16	382240	10720	+	1	0,237,812,140,8337,1194
KCNJ18	chr17	21692522	12090	+	10	0,192,3268,122,6626,1882
LOC100134868	chr20	26009798	13469	+	1	0,91,8942,81,163,127,626,96,711,2632
UBE2Q2P2	chr15	82355135	60476	+	5	0,239,45285,57,3895,140,3536,80,6233,1011
TEN1	chr17	75979216	21370	+	17	0,295,6675,98,5181,158,8517,446
UPK3BL1	chr7	102637024	5767	-	3	0,609,1080,121,288,77,1004,211,197,162,1856,162
JMJD7	chr15	41828084	9503	+	16	0,104,6551,154,76,254,364,57,503,96,231,77,229,160,127,520
PLA2G4B	chr15	41838812	9336	+	18	0,110,1235,73,293,137,113,132,149,41,135,43,243,55,247,131,243,84,277,38,1084,136,659,137,240,223,132,118,317,138,167,105,155,180,286,167,501,187,125,500
HDAC5	chr17	44076752	46894	-	173	0,1663,84,166,129,85,264,134,829,119,175,98,264,120,1702,88,92,56,724,108,152,50,700,121,346,134,1416,166,674,285,690,212,2671,223,207,132,340,113,96,147,148,131,285,115,107,172,89,260,16894,75,6690,211,5799,143
C17orf99	chr17	78146352	19931	+	4	0,92,434,33,14043,300,2840,270,1524,395
CTAGE8	chr7	144182969	3112	+	5	0,3112
CTAGE8	chr7	144266673	3111	-	5	0,3111
LOC100144595	chr2	154435852	21586	-	1	0,1998,7957,78,8652,105,2154,108,461,73
LINC00029	chr20	63034216	2812	-	4	0,452,614,159,123,157,326,981
LINC01056	chr20	63038010	15853	+	2	0,175,10670,70,586,145,1965,130,1153,362,245,352
EPHA5-AS1	chr4	65669960	23426	+	2	0,713,1102,106,9386,80,11761,278
CHKB-DT	chr22	50583025	12256	+	1	0,298,274,334,2911,110,317,186,7735,91
LINC00930	chr15	92567817	4446	-	3	0,474,1911,71,284,139,489,1078
KLLN	chr10	87859160	4277	-	16	0,4277
RNU7-1	chr12	6943815	63	+	4	0,63
TMCO1-AS1	chr1	165768928	6520	+	3	0,447,4098,960,275,740
PDCD6IP	chr3	33798570	71137	+	249	0,367,13134,55,1432,70,8326,128,3104,154,1139,785,1573,132,7074,223,1937,124,3569,178,2037,112,1195,170,6899,249,1142,135,1152,95,8745,124,1113,188,920,3357
KRTAP20-4	chr21	30620626	224	+	1	0,224
RNU4ATAC	chr2	121530879	130	+	16	0,130
RNU6ATAC	chr9	134164439	125	-	7	0,125
SCARNA9L	chrX	20136065	348	-	1	0,348
PDCD6	chr5	271620	43354	+	112	0,201,889,62,3239,929,27236,45,2380,159,4532,110,3014,558
RNA5S1	chr1	228610265	121	-	1	0,121
RNA5S1	chr1	228612506	121	-	1	0,121
RNA5S1	chr1	228614747	121	-	1	0,121
RNA5S1	chr1	228616988	121	-	1	0,121
RNA5S1	chr1	228619229	121	-	1	0,121
RNA5S1	chr1	228621444	121	-	1	0,121
RNA5S1	chr1	228623664	121	-	1	0,121
RNA5S1	chr1	228625906	121	-	1	0,121
RNA5S1	chr1	228630387	121	-	1	0,121
RNA5S1	chr1	228646037	121	-	1	0,121
TEX36-AS1	chr10	125574370	4075	+	1	0,179,475,115,740,122,253,98,1858,235
RNA5S2	chr1	228610265	121	-	1	0,121
RNA5S2	chr1	228612506	121	-	1	0,121
RNA5S2	chr1	228614747	121	-	1	0,121
RNA5S2	chr1	228616988	121	-	1	0,121
RNA5S2	chr1	228619229	121	-	1	0,121
RNA5S2	chr1	228621444	121	-	1	0,121
RNA5S2	chr1	228623664	121	-	1	0,121
RNA5S2	chr1	228625906	121	-	1	0,121
RNA5S2	chr1	228630387	121	-	1	0,121
RNA5S2	chr1	228646037	121	-	1	0,121
RNA5S3	chr1	228610265	121	-	1	0,121
RNA5S3	chr1	228612506	121	-	1	0,121
RNA5S3	chr1	228614747	121	-	1	0,121
RNA5S3	chr1	228616988	121	-	1	0,121
RNA5S3	chr1	228619229	121	-	1	0,121
RNA5S3	chr1	228621444	121	-	1	0,121
RNA5S3	chr1	228623664	121	-	1	0,121
RNA5S3	chr1	228625906	121	-	1	0,121
RNA5S3	chr1	228630387	121	-	1	0,121
RNA5S3	chr1	228646037	121	-	1	0,121
RNA5S4	chr1	228610265	121	-	1	0,121
RNA5S4	chr1	228612506	121	-	1	0,121
RNA5S4	chr1	228614747	121	-	1	0,121
RNA5S4	chr1	228616988	121	-	1	0,121
RNA5S4	chr1	228619229	121	-	1	0,121
RNA5S4	chr1	228621444	121	-	1	0,121
RNA5S4	chr1	228623664	121	-	1	0,121
RNA5S4	chr1	228625906	121	-	1	0,121
RNA5S4	chr1	228630387	121	-	1	0,121
RNA5S4	chr1	228646037	121	-	1	0,121
RNA5S5	chr1	228610265	121	-	1	0,121
RNA5S5	chr1	228612506	121	-	1	0,121
RNA5S5	chr1	228614747	121	-	1	0,121
RNA5S5	chr1	228616988	121	-	1	0,121
RNA5S5	chr1	228619229	121	-	1	0,121
RNA5S5	chr1	228621444	121	-	1	0,121
RNA5S5	chr1	228623664	121	-	1	0,121
RNA5S5	chr1	228625906	121	-	1	0,121
RNA5S5	chr1	228630387	121	-	1	0,121
RNA5S5	chr1	228646037	121	-	1	0,121
RNA5S6	chr1	228610265	121	-	1	0,121
RNA5S6	chr1	228612506	121	-	1	0,121
RNA5S6	chr1	228614747	121	-	1	0,121
RNA5S6	chr1	228616988	121	-	1	0,121
RNA5S6	chr1	228619229	121	-	1	0,121
RNA5S6	chr1	228621444	121	-	1	0,121
RNA5S6	chr1	228623664	121	-	1	0,121
RNA5S6	chr1	228625906	121	-	1	0,121
RNA5S6	chr1	228630387	121	-	1	0,121
RNA5S6	chr1	228646037	121	-	1	0,121
RNA5S7	chr1	228610265	121	-	2	0,121
RNA5S7	chr1	228612506	121	-	2	0,121
RNA5S7	chr1	228614747	121	-	2	0,121
RNA5S7	chr1	228616988	121	-	2	0,121
RNA5S7	chr1	228619229	121	-	2	0,121
RNA5S7	chr1	228621444	121	-	2	0,121
